term_id,doc_id,term_frequency,df
7660,"{'FR940810-0-00335': 1, 'FR940810-0-00336': 6, 'FR941206-1-00134': 2}",9,3
7661,"{'FR940810-2-00002': 1, 'FR940810-2-00003': 1, 'FR940810-2-00140': 1, 'FR940810-2-00141': 1, 'FR940810-2-00142': 1, 'FR940810-2-00143': 1}",6,6
7662,"{'FR940810-2-00002': 1, 'FR940810-2-00003': 1, 'FR940810-2-00140': 1, 'FR940810-2-00141': 1, 'FR940810-2-00142': 1, 'FR940810-2-00143': 1}",6,6
7663,"{'FR940810-2-00002': 1, 'FR940810-2-00003': 1, 'FR940810-2-00140': 2, 'FR940810-2-00141': 2, 'FR940810-2-00142': 2}",8,5
7664,"{'FR940810-2-00003': 1, 'FR941006-1-00069': 4, 'FR941006-1-00070': 1, 'FR941006-1-00071': 1, 'FR941006-1-00072': 1, 'FR941006-1-00073': 1, 'FR941006-1-00075': 1, 'FR941006-1-00080': 2, 'FR941006-1-00082': 6, 'FR941006-1-00091': 5}",23,10
7665,"{'FR940810-2-00004': 2, 'FR940810-2-00005': 13}",15,2
7666,"{'FR940810-2-00004': 1, 'FR940810-2-00005': 2, 'FR940810-2-00053': 1, 'FR940810-2-00056': 1, 'FR940810-2-00094': 1}",6,5
7667,"{'FR940810-2-00004': 1, 'FR940810-2-00005': 6}",7,2
7668,"{'FR940810-2-00004': 1, 'FR940810-2-00005': 5}",6,2
7669,{'FR940810-2-00008': 8},8,1
7670,{'FR940810-2-00008': 9},9,1
7671,"{'FR940810-2-00009': 4, 'FR940810-2-00010': 3, 'FR940810-2-00013': 1}",8,3
7672,{'FR940810-2-00013': 7},7,1
7673,"{'FR940810-2-00013': 1, 'FR941006-1-00106': 1, 'FR941006-1-00120': 1, 'FR941006-1-00125': 1, 'FR941206-1-00134': 8}",12,5
7674,{'FR940810-2-00016': 6},6,1
7675,"{'FR940810-2-00016': 1, 'FR940810-2-00017': 5}",6,2
7676,"{'FR940810-2-00017': 1, 'FR940810-2-00029': 1, 'FR940810-2-00031': 1, 'FR940810-2-00033': 1, 'FR940810-2-00081': 1, 'FR940810-2-00095': 1, 'FR940810-2-00096': 1, 'FR940810-2-00144': 1, 'FR940810-2-00146': 1}",9,9
7677,"{'FR940810-2-00022': 2, 'FR940810-2-00023': 1, 'FR940810-2-00025': 2, 'FR940810-2-00026': 2, 'FR940810-2-00027': 1}",8,5
7678,"{'FR940810-2-00022': 2, 'FR940810-2-00023': 4, 'FR940810-2-00026': 1}",7,3
7679,"{'FR940810-2-00022': 1, 'FR940810-2-00025': 6}",7,2
7680,"{'FR940810-2-00022': 1, 'FR940810-2-00023': 5}",6,2
7681,"{'FR940810-2-00022': 5, 'FR940810-2-00023': 3}",8,2
7682,"{'FR940810-2-00022': 3, 'FR940810-2-00023': 3}",6,2
7683,"{'FR940810-2-00022': 1, 'FR940810-2-00023': 3, 'FR940810-2-00024': 1, 'FR940810-2-00026': 2}",7,4
7684,"{'FR940810-2-00022': 3, 'FR940810-2-00023': 3}",6,2
7685,"{'FR940810-2-00023': 3, 'FR940810-2-00024': 2, 'FR940810-2-00025': 1, 'FR940810-2-00026': 2, 'FR940810-2-00027': 1}",9,5
7686,"{'FR940810-2-00023': 1, 'FR940810-2-00024': 1, 'FR940810-2-00025': 2, 'FR940810-2-00026': 2}",6,4
7687,{'FR940810-2-00023': 7},7,1
7688,{'FR940810-2-00023': 10},10,1
7689,{'FR940810-2-00023': 6},6,1
7690,"{'FR940810-2-00023': 5, 'FR940810-2-00026': 2}",7,2
7691,{'FR940810-2-00023': 6},6,1
7692,{'FR940810-2-00023': 7},7,1
7693,"{'FR940810-2-00023': 1, 'FR940810-2-00025': 3, 'FR940810-2-00026': 4}",8,3
7694,"{'FR940810-2-00023': 1, 'FR940810-2-00024': 5, 'FR940810-2-00025': 2}",8,3
7695,{'FR940810-2-00023': 6},6,1
7696,"{'FR940810-2-00023': 6, 'FR940810-2-00024': 1}",7,2
7697,"{'FR940810-2-00023': 5, 'FR940810-2-00024': 1}",6,2
7698,"{'FR940810-2-00024': 3, 'FR940810-2-00025': 4}",7,2
7699,{'FR940810-2-00024': 6},6,1
7700,{'FR940810-2-00024': 8},8,1
7701,"{'FR940810-2-00024': 1, 'FR940810-2-00025': 9}",10,2
7702,"{'FR940810-2-00024': 1, 'FR940810-2-00025': 5}",6,2
7703,{'FR940810-2-00025': 7},7,1
7704,{'FR940810-2-00025': 7},7,1
7705,{'FR940810-2-00025': 6},6,1
7706,{'FR940810-2-00025': 6},6,1
7707,"{'FR940810-2-00025': 6, 'FR940810-2-00026': 1}",7,2
7708,"{'FR940810-2-00025': 3, 'FR940810-2-00026': 4}",7,2
7709,"{'FR940810-2-00027': 1, 'FR941206-1-00134': 5}",6,2
7710,{'FR940810-2-00029': 13},13,1
7711,{'FR940810-2-00029': 13},13,1
7712,"{'FR940810-2-00029': 14, 'FR940810-2-00041': 1, 'FR940810-2-00044': 4}",19,3
7713,{'FR940810-2-00029': 8},8,1
7714,{'FR940810-2-00029': 7},7,1
7715,{'FR940810-2-00029': 9},9,1
7716,"{'FR940810-2-00029': 1, 'FR940810-2-00041': 8, 'FR940810-2-00042': 1, 'FR940810-2-00043': 18, 'FR940810-2-00044': 17, 'FR940810-2-00045': 2, 'FR940810-2-00046': 9, 'FR940810-2-00047': 3}",59,8
7717,"{'FR940810-2-00030': 1, 'FR941006-1-00029': 1, 'FR941006-1-00030': 4, 'FR941006-1-00031': 4, 'FR941006-1-00032': 6, 'FR941006-1-00033': 2, 'FR941006-1-00034': 2, 'FR941006-1-00037': 5, 'FR941006-1-00038': 9, 'FR941006-1-00039': 3, 'FR941006-1-00040': 5, 'FR941006-1-00042': 1, 'FR941006-1-00043': 5, 'FR941006-1-00044': 6, 'FR941006-1-00045': 2}",56,15
7718,"{'FR940810-2-00032': 6, 'FR940810-2-00033': 3}",9,2
7719,"{'FR940810-2-00035': 3, 'FR940810-2-00036': 1, 'FR940810-2-00037': 2, 'FR940810-2-00041': 4, 'FR940810-2-00046': 1}",11,5
7720,"{'FR940810-2-00035': 3, 'FR940810-2-00036': 1, 'FR940810-2-00037': 2, 'FR940810-2-00041': 4, 'FR940810-2-00046': 1}",11,5
7721,"{'FR940810-2-00035': 3, 'FR940810-2-00036': 1, 'FR940810-2-00037': 2, 'FR940810-2-00041': 4, 'FR940810-2-00046': 1}",11,5
7722,"{'FR940810-2-00035': 3, 'FR940810-2-00039': 2, 'FR940810-2-00041': 1}",6,3
7723,"{'FR940810-2-00035': 5, 'FR940810-2-00036': 3, 'FR940810-2-00038': 2, 'FR940810-2-00039': 3}",13,4
7724,"{'FR940810-2-00035': 2, 'FR940810-2-00036': 1, 'FR940810-2-00038': 1, 'FR940810-2-00039': 2}",6,4
7725,"{'FR940810-2-00035': 3, 'FR940810-2-00036': 1, 'FR940810-2-00038': 1, 'FR940810-2-00039': 2}",7,4
7726,"{'FR940810-2-00035': 3, 'FR940810-2-00037': 2, 'FR940810-2-00038': 2}",7,3
7727,"{'FR940810-2-00036': 1, 'FR940810-2-00037': 1, 'FR940810-2-00057': 2, 'FR941206-1-00134': 2}",6,4
7728,"{'FR940810-2-00036': 1, 'FR940810-2-00039': 5, 'FR940810-2-00046': 1}",7,3
7729,"{'FR940810-2-00036': 1, 'FR940810-2-00037': 2, 'FR940810-2-00039': 5, 'FR940810-2-00042': 1, 'FR940810-2-00044': 1, 'FR940810-2-00046': 2, 'FR940810-2-00102': 2}",14,7
7730,{'FR940810-2-00039': 17},17,1
7731,{'FR940810-2-00039': 15},15,1
7732,{'FR940810-2-00039': 6},6,1
7733,{'FR940810-2-00039': 6},6,1
7734,"{'FR940810-2-00039': 4, 'FR941206-1-00134': 14}",18,2
7735,{'FR940810-2-00039': 6},6,1
7736,{'FR940810-2-00039': 6},6,1
7737,"{'FR940810-2-00039': 3, 'FR940810-2-00043': 1, 'FR940810-2-00044': 1, 'FR940810-2-00045': 1}",6,4
7738,"{'FR940810-2-00039': 1, 'FR941206-1-00134': 5}",6,2
7739,"{'FR940810-2-00039': 5, 'FR940810-2-00045': 1}",6,2
7740,"{'FR940810-2-00039': 5, 'FR940810-2-00045': 1}",6,2
7741,"{'FR940810-2-00039': 2, 'FR941206-1-00134': 6}",8,2
7742,"{'FR940810-2-00039': 2, 'FR941206-1-00134': 18}",20,2
7743,"{'FR940810-2-00039': 5, 'FR941206-1-00134': 6}",11,2
7744,{'FR940810-2-00039': 6},6,1
7745,"{'FR940810-2-00041': 9, 'FR940810-2-00042': 1, 'FR940810-2-00043': 18, 'FR940810-2-00044': 19, 'FR940810-2-00045': 3, 'FR940810-2-00046': 10, 'FR940810-2-00047': 3}",63,7
7746,"{'FR940810-2-00041': 8, 'FR940810-2-00042': 1, 'FR940810-2-00043': 18, 'FR940810-2-00044': 15, 'FR940810-2-00045': 2, 'FR940810-2-00046': 9, 'FR940810-2-00047': 3}",56,7
7747,"{'FR940810-2-00041': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 6}",8,3
7748,"{'FR940810-2-00041': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 5}",7,3
7749,"{'FR940810-2-00041': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 5}",7,3
7750,"{'FR940810-2-00041': 1, 'FR940810-2-00043': 1, 'FR940810-2-00044': 6}",8,3
7751,"{'FR940810-2-00041': 5, 'FR940810-2-00042': 4, 'FR940810-2-00043': 1, 'FR940810-2-00047': 3}",13,4
7752,"{'FR940810-2-00041': 2, 'FR940810-2-00047': 2, 'FR940810-2-00077': 4}",8,3
7753,"{'FR940810-2-00042': 1, 'FR940810-2-00044': 2, 'FR941206-1-00134': 4}",7,3
7754,{'FR940810-2-00044': 7},7,1
7755,"{'FR940810-2-00048': 1, 'FR941206-1-00059': 1, 'FR941206-1-00075': 1, 'FR941206-1-00079': 1, 'FR941206-1-00088': 1, 'FR941206-1-00103': 1, 'FR941206-1-00106': 1}",7,7
7756,"{'FR940810-2-00049': 1, 'FR940810-2-00050': 1, 'FR940810-2-00051': 1, 'FR940810-2-00053': 1, 'FR940810-2-00054': 1, 'FR940810-2-00055': 1, 'FR940810-2-00056': 1}",7,7
7757,"{'FR940810-2-00051': 1, 'FR940810-2-00052': 6}",7,2
7758,"{'FR940810-2-00057': 23, 'FR940810-2-00058': 3}",26,2
7759,{'FR940810-2-00057': 10},10,1
7760,{'FR940810-2-00057': 8},8,1
7761,{'FR940810-2-00057': 7},7,1
7762,{'FR940810-2-00057': 10},10,1
7763,{'FR940810-2-00057': 9},9,1
7764,"{'FR940810-2-00057': 1, 'FR941206-1-00134': 13}",14,2
7765,"{'FR940810-2-00057': 1, 'FR941006-1-00154': 2, 'FR941206-1-00116': 1, 'FR941206-1-00120': 1, 'FR941206-1-00126': 2}",7,5
7766,{'FR940810-2-00058': 12},12,1
7767,{'FR940810-2-00058': 10},10,1
7768,{'FR940810-2-00058': 10},10,1
7769,{'FR940810-2-00058': 14},14,1
7770,{'FR940810-2-00058': 10},10,1
7771,{'FR940810-2-00058': 10},10,1
7772,{'FR940810-2-00060': 7},7,1
7773,"{'FR940810-2-00064': 1, 'FR940810-2-00065': 1, 'FR940810-2-00066': 1, 'FR940810-2-00067': 1, 'FR940810-2-00104': 1, 'FR940810-2-00133': 1, 'FR940810-2-00144': 1, 'FR941006-1-00019': 1}",8,8
7774,{'FR940810-2-00068': 13},13,1
7775,"{'FR940810-2-00070': 3, 'FR941006-1-00020': 6, 'FR941006-1-00022': 2, 'FR941006-1-00025': 1, 'FR941006-1-00026': 2}",14,5
7776,"{'FR940810-2-00070': 1, 'FR940810-2-00071': 6, 'FR941006-1-00020': 3, 'FR941006-1-00022': 1, 'FR941006-1-00025': 3, 'FR941006-1-00026': 2, 'FR941006-1-00027': 1}",17,7
7777,"{'FR940810-2-00070': 1, 'FR940810-2-00071': 4, 'FR941006-1-00020': 2, 'FR941006-1-00021': 2, 'FR941006-1-00022': 1, 'FR941006-1-00026': 3}",13,6
7778,"{'FR940810-2-00070': 2, 'FR940810-2-00071': 6, 'FR940810-2-00072': 1}",9,3
7779,"{'FR940810-2-00082': 4, 'FR940810-2-00083': 12}",16,2
7780,"{'FR940810-2-00082': 2, 'FR940810-2-00083': 8}",10,2
7781,{'FR940810-2-00088': 7},7,1
7782,{'FR940810-2-00088': 6},6,1
7783,"{'FR940810-2-00090': 1, 'FR940810-2-00109': 3, 'FR940810-2-00111': 1, 'FR940810-2-00112': 2, 'FR940810-2-00114': 2}",9,5
7784,{'FR940810-2-00093': 7},7,1
7785,{'FR940810-2-00093': 7},7,1
7786,{'FR940810-2-00093': 7},7,1
7787,{'FR940810-2-00093': 7},7,1
7788,{'FR940810-2-00093': 7},7,1
7789,{'FR940810-2-00093': 7},7,1
7790,{'FR940810-2-00093': 7},7,1
7791,{'FR940810-2-00093': 7},7,1
7792,"{'FR940810-2-00093': 8, 'FR940810-2-00094': 5}",13,2
7793,"{'FR940810-2-00093': 8, 'FR940810-2-00094': 5}",13,2
7794,"{'FR940810-2-00093': 8, 'FR940810-2-00094': 5}",13,2
7795,"{'FR940810-2-00093': 8, 'FR940810-2-00094': 5}",13,2
7796,"{'FR940810-2-00093': 8, 'FR940810-2-00094': 5}",13,2
7797,"{'FR940810-2-00093': 5, 'FR940810-2-00094': 7}",12,2
7798,"{'FR940810-2-00093': 5, 'FR940810-2-00094': 3}",8,2
7799,"{'FR940810-2-00093': 5, 'FR940810-2-00094': 2}",7,2
7800,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 1, 'FR941006-1-00105': 1, 'FR941006-1-00106': 1, 'FR941206-1-00031': 1, 'FR941206-1-00132': 1}",6,6
7801,"{'FR940810-2-00093': 2, 'FR941206-1-00134': 9}",11,2
7802,"{'FR940810-2-00093': 2, 'FR940810-2-00094': 10}",12,2
7803,"{'FR940810-2-00093': 2, 'FR940810-2-00094': 10}",12,2
7804,"{'FR940810-2-00093': 2, 'FR940810-2-00094': 10}",12,2
7805,"{'FR940810-2-00093': 2, 'FR940810-2-00094': 10}",12,2
7806,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7807,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7808,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7809,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7810,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7811,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7812,"{'FR940810-2-00093': 1, 'FR940810-2-00094': 5}",6,2
7813,"{'FR940810-2-00097': 3, 'FR940810-2-00099': 3}",6,2
7814,"{'FR940810-2-00098': 2, 'FR940810-2-00099': 4}",6,2
7815,"{'FR940810-2-00098': 7, 'FR940810-2-00099': 1}",8,2
7816,"{'FR940810-2-00098': 4, 'FR940810-2-00099': 3}",7,2
7817,"{'FR940810-2-00101': 9, 'FR940810-2-00102': 1}",10,2
7818,"{'FR940810-2-00101': 5, 'FR940810-2-00102': 14}",19,2
7819,"{'FR940810-2-00101': 4, 'FR940810-2-00102': 2, 'FR941206-1-00134': 3}",9,3
7820,"{'FR940810-2-00103': 6, 'FR940810-2-00104': 1}",7,2
7821,"{'FR940810-2-00103': 2, 'FR940810-2-00108': 1, 'FR940810-2-00110': 1, 'FR940810-2-00111': 1, 'FR940810-2-00112': 1}",6,5
7822,"{'FR940810-2-00103': 1, 'FR940810-2-00110': 1, 'FR940810-2-00112': 1, 'FR940810-2-00115': 1, 'FR941006-1-00013': 1, 'FR941006-1-00014': 1}",6,6
7823,"{'FR940810-2-00103': 2, 'FR940810-2-00106': 5, 'FR940810-2-00109': 2}",9,3
7824,"{'FR940810-2-00103': 1, 'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00040': 1, 'FR941006-1-00044': 1, 'FR941006-1-00082': 1, 'FR941006-1-00086': 2, 'FR941006-1-00087': 3, 'FR941006-1-00088': 3, 'FR941006-1-00091': 2, 'FR941006-1-00093': 4, 'FR941006-1-00094': 1, 'FR941006-1-00095': 1, 'FR941006-1-00101': 3, 'FR941006-1-00102': 2}",27,15
7825,"{'FR940810-2-00103': 3, 'FR940810-2-00104': 1, 'FR940810-2-00107': 2, 'FR940810-2-00108': 2}",8,4
7826,"{'FR940810-2-00103': 1, 'FR940810-2-00104': 6}",7,2
7827,"{'FR940810-2-00104': 3, 'FR940810-2-00110': 2, 'FR940810-2-00111': 6, 'FR940810-2-00112': 9, 'FR940810-2-00113': 5, 'FR940810-2-00114': 4, 'FR940810-2-00115': 3}",32,7
7828,"{'FR940810-2-00104': 1, 'FR941006-1-00012': 2, 'FR941006-1-00014': 1, 'FR941006-1-00016': 3, 'FR941006-1-00019': 1}",8,5
7829,"{'FR940810-2-00106': 1, 'FR940810-2-00109': 2, 'FR940810-2-00112': 1, 'FR940810-2-00113': 1, 'FR940810-2-00115': 1}",6,5
7830,"{'FR940810-2-00106': 3, 'FR940810-2-00107': 1, 'FR940810-2-00109': 1, 'FR940810-2-00110': 1}",6,4
7831,"{'FR940810-2-00106': 3, 'FR940810-2-00107': 1, 'FR940810-2-00109': 1, 'FR940810-2-00110': 1}",6,4
7832,"{'FR940810-2-00106': 4, 'FR940810-2-00109': 2, 'FR940810-2-00110': 1}",7,3
7833,"{'FR940810-2-00106': 4, 'FR940810-2-00108': 1, 'FR940810-2-00109': 4, 'FR940810-2-00111': 7, 'FR940810-2-00112': 4, 'FR940810-2-00113': 2, 'FR940810-2-00115': 1}",23,7
7834,"{'FR940810-2-00106': 2, 'FR940810-2-00107': 1, 'FR940810-2-00109': 1, 'FR940810-2-00111': 1, 'FR941006-1-00123': 1}",6,5
7835,"{'FR940810-2-00107': 1, 'FR940810-2-00108': 1, 'FR940810-2-00110': 1, 'FR940810-2-00112': 4, 'FR940810-2-00114': 4, 'FR940810-2-00115': 2}",13,6
7836,"{'FR940810-2-00107': 5, 'FR940810-2-00108': 2, 'FR940810-2-00109': 1}",8,3
7837,"{'FR940810-2-00108': 3, 'FR940810-2-00110': 1, 'FR940810-2-00112': 3, 'FR940810-2-00115': 2}",9,4
7838,"{'FR940810-2-00108': 3, 'FR940810-2-00111': 2, 'FR940810-2-00112': 1}",6,3
7839,"{'FR940810-2-00108': 1, 'FR940810-2-00109': 2, 'FR940810-2-00110': 1, 'FR940810-2-00112': 5, 'FR940810-2-00113': 1, 'FR940810-2-00115': 2}",12,6
7840,"{'FR940810-2-00108': 2, 'FR940810-2-00109': 1, 'FR940810-2-00110': 1, 'FR940810-2-00111': 1, 'FR941006-1-00039': 1}",6,5
7841,"{'FR940810-2-00108': 1, 'FR940810-2-00109': 8, 'FR940810-2-00110': 2, 'FR940810-2-00111': 4, 'FR940810-2-00112': 11, 'FR940810-2-00113': 2, 'FR940810-2-00114': 1}",29,7
7842,"{'FR940810-2-00108': 1, 'FR940810-2-00109': 1, 'FR940810-2-00112': 6}",8,3
7843,"{'FR940810-2-00108': 1, 'FR940810-2-00109': 3, 'FR940810-2-00114': 2}",6,3
7844,{'FR940810-2-00109': 8},8,1
7845,"{'FR940810-2-00109': 4, 'FR940810-2-00110': 3, 'FR940810-2-00111': 2, 'FR940810-2-00112': 2, 'FR940810-2-00113': 2, 'FR940810-2-00114': 1, 'FR940810-2-00115': 2}",16,7
7846,"{'FR940810-2-00109': 4, 'FR940810-2-00111': 9, 'FR940810-2-00114': 3}",16,3
7847,"{'FR940810-2-00109': 3, 'FR940810-2-00111': 6, 'FR940810-2-00114': 2}",11,3
7848,"{'FR940810-2-00109': 3, 'FR940810-2-00111': 6, 'FR940810-2-00114': 2}",11,3
7849,"{'FR940810-2-00109': 2, 'FR940810-2-00110': 1, 'FR940810-2-00112': 2, 'FR940810-2-00113': 1}",6,4
7850,"{'FR940810-2-00109': 2, 'FR940810-2-00110': 1, 'FR940810-2-00112': 2, 'FR940810-2-00113': 1}",6,4
7851,"{'FR940810-2-00109': 2, 'FR940810-2-00111': 2, 'FR940810-2-00112': 1, 'FR940810-2-00113': 1}",6,4
7852,"{'FR940810-2-00110': 1, 'FR940810-2-00111': 1, 'FR940810-2-00113': 1, 'FR940810-2-00118': 3, 'FR940810-2-00119': 6, 'FR940810-2-00120': 1, 'FR940810-2-00121': 4, 'FR940810-2-00122': 11, 'FR941006-1-00060': 1, 'FR941206-1-00130': 1}",30,10
7853,"{'FR940810-2-00110': 1, 'FR940810-2-00111': 1, 'FR940810-2-00112': 2, 'FR940810-2-00113': 1, 'FR940810-2-00114': 1}",6,5
7854,"{'FR940810-2-00110': 1, 'FR940810-2-00111': 1, 'FR940810-2-00112': 2, 'FR940810-2-00113': 1, 'FR940810-2-00114': 1}",6,5
7855,"{'FR940810-2-00112': 4, 'FR940810-2-00114': 1, 'FR940810-2-00115': 1}",6,3
7856,"{'FR940810-2-00112': 3, 'FR940810-2-00113': 2, 'FR940810-2-00114': 1}",6,3
7857,"{'FR940810-2-00112': 2, 'FR940810-2-00114': 3, 'FR941206-1-00134': 10}",15,3
7858,"{'FR940810-2-00112': 2, 'FR940810-2-00114': 3, 'FR941206-1-00134': 10}",15,3
7859,"{'FR940810-2-00116': 7, 'FR940810-2-00117': 5}",12,2
7860,"{'FR940810-2-00116': 7, 'FR940810-2-00117': 5}",12,2
7861,"{'FR940810-2-00116': 7, 'FR940810-2-00117': 5}",12,2
7862,"{'FR940810-2-00118': 6, 'FR940810-2-00119': 7, 'FR940810-2-00120': 2, 'FR940810-2-00121': 3, 'FR940810-2-00122': 3}",21,5
7863,"{'FR940810-2-00118': 4, 'FR940810-2-00119': 11, 'FR940810-2-00120': 5, 'FR940810-2-00121': 1, 'FR940810-2-00122': 10, 'FR940810-2-00123': 8, 'FR940810-2-00124': 4, 'FR940810-2-00125': 6}",49,8
7864,"{'FR940810-2-00118': 7, 'FR940810-2-00119': 2, 'FR940810-2-00121': 1}",10,3
7865,"{'FR940810-2-00118': 5, 'FR940810-2-00119': 4, 'FR940810-2-00122': 1, 'FR940810-2-00123': 12, 'FR940810-2-00124': 1}",23,5
7866,"{'FR940810-2-00118': 5, 'FR940810-2-00119': 4, 'FR940810-2-00122': 1, 'FR940810-2-00123': 11, 'FR940810-2-00124': 1}",22,5
7867,"{'FR940810-2-00118': 4, 'FR940810-2-00119': 2, 'FR940810-2-00122': 1}",7,3
7868,"{'FR940810-2-00118': 4, 'FR940810-2-00119': 2, 'FR940810-2-00122': 1}",7,3
7869,"{'FR940810-2-00118': 2, 'FR940810-2-00119': 3, 'FR940810-2-00123': 4}",9,3
7870,"{'FR940810-2-00118': 2, 'FR940810-2-00119': 3, 'FR940810-2-00123': 4}",9,3
7871,"{'FR940810-2-00118': 1, 'FR940810-2-00119': 4, 'FR940810-2-00120': 1, 'FR940810-2-00121': 3, 'FR940810-2-00122': 10}",19,5
7872,"{'FR940810-2-00119': 3, 'FR940810-2-00120': 1, 'FR940810-2-00121': 5, 'FR940810-2-00122': 2}",11,4
7873,"{'FR940810-2-00120': 2, 'FR940810-2-00122': 4}",6,2
7874,"{'FR940810-2-00120': 5, 'FR940810-2-00121': 4, 'FR940810-2-00122': 3}",12,3
7875,"{'FR940810-2-00120': 1, 'FR940810-2-00123': 1, 'FR940810-2-00124': 6, 'FR940810-2-00125': 1}",9,4
7876,"{'FR940810-2-00121': 7, 'FR940810-2-00122': 3}",10,2
7877,"{'FR940810-2-00121': 5, 'FR940810-2-00122': 1}",6,2
7878,{'FR940810-2-00123': 15},15,1
7879,{'FR940810-2-00123': 7},7,1
7880,"{'FR940810-2-00123': 8, 'FR940810-2-00124': 1}",9,2
7881,"{'FR940810-2-00123': 1, 'FR940810-2-00124': 5}",6,2
7882,"{'FR940810-2-00123': 8, 'FR940810-2-00124': 6}",14,2
7883,"{'FR940810-2-00123': 2, 'FR940810-2-00124': 4}",6,2
7884,"{'FR940810-2-00123': 7, 'FR940810-2-00124': 6, 'FR940810-2-00125': 2}",15,3
7885,"{'FR940810-2-00123': 7, 'FR940810-2-00124': 6, 'FR940810-2-00125': 2}",15,3
7886,"{'FR940810-2-00123': 7, 'FR940810-2-00124': 7, 'FR940810-2-00125': 2}",16,3
7887,"{'FR940810-2-00123': 5, 'FR940810-2-00124': 4}",9,2
7888,"{'FR940810-2-00123': 6, 'FR940810-2-00124': 8}",14,2
7889,"{'FR940810-2-00123': 14, 'FR940810-2-00124': 4, 'FR940810-2-00125': 4}",22,3
7890,"{'FR940810-2-00123': 5, 'FR940810-2-00124': 1}",6,2
7891,{'FR940810-2-00124': 7},7,1
7892,"{'FR940810-2-00126': 17, 'FR940810-2-00127': 4}",21,2
7893,"{'FR940810-2-00126': 3, 'FR940810-2-00128': 4}",7,2
7894,"{'FR940810-2-00126': 3, 'FR940810-2-00128': 4}",7,2
7895,"{'FR940810-2-00126': 3, 'FR940810-2-00128': 4}",7,2
7896,"{'FR940810-2-00127': 2, 'FR941006-1-00052': 1, 'FR941206-1-00130': 4, 'FR941206-1-00131': 1, 'FR941206-1-00133': 3}",11,5
7897,"{'FR940810-2-00129': 3, 'FR940810-2-00131': 3, 'FR940810-2-00133': 1}",7,3
7898,"{'FR940810-2-00129': 3, 'FR940810-2-00131': 4, 'FR940810-2-00133': 2}",9,3
7899,"{'FR940810-2-00129': 2, 'FR940810-2-00130': 2, 'FR940810-2-00131': 3, 'FR940810-2-00132': 1, 'FR940810-2-00133': 2}",10,5
7900,"{'FR940810-2-00130': 1, 'FR941006-1-00014': 2, 'FR941006-1-00016': 2, 'FR941006-1-00017': 3}",8,4
7901,"{'FR940810-2-00136': 1, 'FR940810-2-00138': 3, 'FR940810-2-00139': 1, 'FR941006-1-00062': 1}",6,4
7902,"{'FR940810-2-00136': 1, 'FR940810-2-00138': 3, 'FR940810-2-00139': 1, 'FR941006-1-00062': 1}",6,4
7903,"{'FR940810-2-00136': 1, 'FR940810-2-00138': 3, 'FR940810-2-00139': 1, 'FR941006-1-00062': 1}",6,4
7904,"{'FR940810-2-00136': 1, 'FR940810-2-00138': 3, 'FR940810-2-00139': 1, 'FR941006-1-00062': 1}",6,4
7905,"{'FR940810-2-00136': 1, 'FR940810-2-00138': 3, 'FR940810-2-00139': 1, 'FR941006-1-00062': 1}",6,4
7906,"{'FR940810-2-00136': 4, 'FR940810-2-00137': 2, 'FR940810-2-00138': 5}",11,3
7907,"{'FR940810-2-00136': 4, 'FR940810-2-00137': 2, 'FR940810-2-00138': 5}",11,3
7908,"{'FR940810-2-00136': 4, 'FR940810-2-00137': 2, 'FR940810-2-00138': 5}",11,3
7909,"{'FR940810-2-00136': 2, 'FR940810-2-00137': 1, 'FR940810-2-00138': 4, 'FR941006-1-00058': 1}",8,4
7910,"{'FR940810-2-00136': 2, 'FR940810-2-00137': 1, 'FR940810-2-00138': 6, 'FR941006-1-00058': 1}",10,4
7911,"{'FR940810-2-00136': 2, 'FR940810-2-00137': 4}",6,2
7912,"{'FR940810-2-00137': 1, 'FR941206-1-00016': 1, 'FR941206-1-00062': 2, 'FR941206-1-00063': 1, 'FR941206-1-00076': 1, 'FR941206-1-00134': 3}",9,6
7913,"{'FR940810-2-00138': 6, 'FR941006-1-00057': 1, 'FR941206-1-00038': 1}",8,3
7914,"{'FR940810-2-00138': 5, 'FR941206-1-00038': 1}",6,2
7915,"{'FR940810-2-00138': 5, 'FR940810-2-00139': 1}",6,2
7916,"{'FR940810-2-00138': 3, 'FR940810-2-00139': 3}",6,2
7917,{'FR940810-2-00147': 12},12,1
7918,{'FR940810-2-00147': 12},12,1
7919,{'FR940810-2-00147': 13},13,1
7920,"{'FR941006-1-00001': 2, 'FR941006-1-00068': 2, 'FR941006-1-00105': 2}",6,3
